lowlevel.mfcc.mean.1,lowlevel.mfcc.mean.10,lowlevel.mfcc.mean.11,lowlevel.mfcc.mean.12,lowlevel.mfcc.mean.2,lowlevel.mfcc.mean.3,lowlevel.mfcc.mean.4,lowlevel.mfcc.mean.5,lowlevel.mfcc.mean.6,lowlevel.mfcc.mean.7,lowlevel.mfcc.mean.8,lowlevel.mfcc.mean.9,lowlevel.spectral_centroid.mean,lowlevel.spectral_spread.mean,lowlevel.spectral_rolloff.mean,lowlevel.spectral_skewness.mean,lowlevel.spectral_flux.mean,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_complexity.mean,lowlevel.spectral_contrast_coeffs.mean.0,lowlevel.spectral_contrast_coeffs.mean.1,lowlevel.spectral_contrast_coeffs.mean.2,lowlevel.spectral_contrast_coeffs.mean.3,lowlevel.spectral_contrast_coeffs.mean.4,lowlevel.spectral_contrast_coeffs.mean.5,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.mean.1,lowlevel.spectral_contrast_valleys.mean.2,lowlevel.spectral_contrast_valleys.mean.3,lowlevel.spectral_contrast_valleys.mean.4,lowlevel.spectral_contrast_valleys.mean.5,lowlevel.dissonance.dmean
120.29,2.74,4.64,9.58,-6.72,1.27,-1.57,-4.19,-0.14,3.97,0.42,1.38,1217.12,5812256.5,1335.06,1.91,0.09,5.29,24.27,-0.7,-0.71,-0.77,-0.81,-0.8,-0.8,-7.16,-6.23,-6.64,-7.13,-7.29,-9.64,0.03
119.47,3.68,6,10.11,-6.48,1.09,-0.21,-4.1,-0.71,2.28,0.77,2.51,1199.97,6078027,1355.61,1.97,0.1,5.6,26.41,-0.7,-0.7,-0.77,-0.81,-0.8,-0.8,-7.11,-6.17,-6.65,-7.02,-7.24,-9.58,0.03
117.61,4.31,7.01,12.1,-6.41,0.37,0.75,-4.91,-1.12,1.4,0.97,3.55,1188.86,6426238,1376.93,1.99,0.12,5.59,27.89,-0.7,-0.69,-0.77,-0.81,-0.8,-0.8,-7.12,-6.13,-6.63,-6.94,-7.21,-9.51,0.04
112.58,3.4,7.43,12.93,-6.57,-0.98,0.74,-6.77,-2.8,1.18,3.13,4.93,1204.5,6898091.5,1419.65,1.98,0.12,5.41,26.71,-0.71,-0.68,-0.77,-0.81,-0.8,-0.8,-7.28,-6.26,-6.74,-7.03,-7.33,-9.54,0.04
108.2,3.36,8.1,12.9,-3.91,-2.68,4.8,-5.49,-2.68,1.67,3.08,3.82,1254.86,7822064,1559,2.02,0.12,5.31,26.3,-0.74,-0.71,-0.78,-0.82,-0.8,-0.81,-7.21,-6.31,-6.84,-7.08,-7.49,-9.55,0.06
99.13,2.82,7.35,12.44,-2.73,-1.2,3.3,-6.96,-7.1,0.15,1.36,3.47,1319.39,9314341,1783.67,2.03,0.14,5.24,25.83,-0.78,-0.74,-0.81,-0.82,-0.81,-0.82,-7.17,-6.36,-6.99,-7.25,-7.62,-9.66,0.11
154.56,-6.92,3.74,16.81,-14.78,8.99,-26.58,-21.73,-20.04,-23.67,-17.07,-8.5,717.21,3846026,775.2,2.63,0.05,12.24,9.71,-0.59,-0.5,-0.59,-0.72,-0.75,-0.79,-8.6,-7.27,-8.37,-9.07,-8.54,-11.12,0.03
151.85,-5.86,4.84,18.05,-16.66,10.87,-26.37,-21.92,-21.11,-23.23,-16.34,-6.73,743.03,3993137,789.55,2.55,0.05,11.76,9.78,-0.61,-0.5,-0.6,-0.72,-0.74,-0.78,-8.52,-7.25,-8.36,-9.06,-8.5,-11.09,0.03
148.24,-4.99,6.11,17.34,-19.57,14.26,-25.08,-21.73,-21.7,-23.16,-15.93,-5.45,781.94,4389043.5,803.43,2.34,0.04,10.18,8.84,-0.62,-0.52,-0.62,-0.72,-0.75,-0.78,-8.86,-7.59,-8.71,-9.36,-8.76,-11.38,0.04
146.81,-5.2,6.36,17.22,-22.67,15.92,-25.38,-23.87,-23.55,-23.25,-14.92,-4.94,822.29,4052437.25,884.3,2.34,0.04,10.34,9.24,-0.61,-0.53,-0.63,-0.73,-0.74,-0.78,-8.91,-7.53,-8.72,-9.37,-8.76,-11.46,0.03
147.19,-5.29,5.6,16,-24.58,18.44,-26.73,-25.24,-24.05,-24.25,-14.98,-3.11,830.96,3366242.5,888.6,2.27,0.05,10.03,10.13,-0.6,-0.55,-0.62,-0.72,-0.73,-0.77,-8.84,-7.31,-8.67,-9.32,-8.71,-11.54,0.03
148.34,-4.39,6.12,15.61,-25.73,19.17,-27.12,-26.12,-27.3,-25.62,-14.58,-2.12,837.39,3699790.5,883.82,2.28,0.04,10.15,9.31,-0.59,-0.57,-0.64,-0.72,-0.74,-0.78,-9.13,-7.4,-8.89,-9.49,-8.94,-11.77,0.03
148.19,-5.2,5.42,13.56,-28.15,20.42,-29.24,-27.34,-28.17,-26.85,-15.52,-0.97,829.56,3473130.25,896.26,2.24,0.04,9.9,9.51,-0.57,-0.58,-0.64,-0.72,-0.73,-0.77,-9.16,-7.33,-8.95,-9.53,-8.97,-11.86,0.03
149.94,-5.17,4.11,9.89,-29.27,20.53,-30.12,-29.23,-30.8,-27.52,-15.47,-0.55,810.57,3556955.5,854.63,2.36,0.04,11.25,9.53,-0.55,-0.58,-0.65,-0.72,-0.73,-0.77,-9.24,-7.25,-8.85,-9.5,-8.96,-11.89,0.03
152.14,-6.36,2.96,7.14,-30.29,19.23,-30.9,-32.28,-31.84,-28.27,-15.83,-0.88,770.45,3420164.25,808.69,2.37,0.05,11.17,9.89,-0.52,-0.6,-0.64,-0.72,-0.73,-0.77,-9.23,-7.06,-8.76,-9.42,-8.92,-11.88,0.03
155.19,-7.97,2.74,4.57,-31.22,19.22,-30.82,-33.28,-32.68,-28.48,-16.15,-1.78,725.3,3637654.75,749.36,2.41,0.05,11.8,10.29,-0.49,-0.59,-0.65,-0.72,-0.72,-0.77,-9.23,-6.96,-8.59,-9.35,-8.87,-11.87,0.04
158.8,-10.31,3.2,2.44,-32.16,19.74,-31.68,-35.12,-34.03,-28.29,-16.12,-3.71,671.22,3586614.75,652.7,2.43,0.06,11.75,10.8,-0.46,-0.61,-0.65,-0.72,-0.73,-0.77,-9.25,-6.71,-8.49,-9.27,-8.79,-11.84,0.03
158.25,-11,3.26,0.15,-33.89,21.26,-34.12,-37.58,-35.03,-28.76,-16.94,-5.71,677.29,2965914.75,611.06,2.44,0.06,11.83,11.13,-0.44,-0.61,-0.65,-0.71,-0.72,-0.77,-9.32,-6.58,-8.47,-9.29,-8.77,-11.91,0.03
158.3,-13.24,2.36,-2.24,-34.55,20.64,-36.05,-38.73,-35.91,-28.83,-18.5,-7.97,653.43,3357244.5,623.51,2.48,0.06,12.32,11.6,-0.42,-0.61,-0.65,-0.72,-0.71,-0.77,-9.28,-6.46,-8.35,-9.25,-8.73,-11.87,0.03
157.05,-14.47,1.29,-2.89,-34.63,21.14,-38.13,-37.13,-35.59,-28.18,-19.14,-9.21,663.19,3039750.5,603.41,2.43,0.06,12,11.91,-0.4,-0.62,-0.65,-0.71,-0.71,-0.76,-9.36,-6.42,-8.28,-9.27,-8.76,-11.89,0.03
153.81,-14.29,1,-3.8,-34.32,20.49,-39.8,-34.63,-34.73,-28.54,-20.18,-10.9,674.11,3256332.5,601.02,2.27,0.05,10.41,11.82,-0.4,-0.63,-0.66,-0.71,-0.71,-0.75,-9.47,-6.51,-8.3,-9.28,-8.77,-11.88,0.03
152.48,-13.53,2.35,-3.52,-35.12,19.96,-40.17,-35.92,-36.19,-27.84,-20.03,-12.39,699.63,3339050.25,650.78,2.29,0.06,10.68,11.82,-0.39,-0.63,-0.65,-0.72,-0.71,-0.75,-9.54,-6.41,-8.24,-9.19,-8.69,-11.8,0.03
149.86,-12.22,3.55,-3.66,-33.87,21.16,-39.54,-36.29,-35.21,-25.14,-19.43,-12.36,748.82,3564932.25,667.05,2.17,0.06,9.56,12.09,-0.41,-0.63,-0.65,-0.72,-0.7,-0.75,-9.45,-6.45,-8.19,-9.19,-8.67,-11.75,0.03
146.05,-10.17,5.71,-1.63,-34.77,21,-38.01,-37.34,-35.65,-22.67,-18.52,-12.64,801.76,3700469.75,742.18,2.15,0.05,9.65,11.51,-0.44,-0.63,-0.65,-0.73,-0.7,-0.76,-9.53,-6.52,-8.3,-9.27,-8.71,-11.76,0.03
144.41,-8.15,7.03,0.76,-38.87,19.8,-37.06,-36.25,-35.53,-21.31,-19.12,-11.45,857.94,3649132.75,800.56,2.04,0.06,8.74,12.29,-0.47,-0.63,-0.65,-0.71,-0.69,-0.75,-9.44,-6.48,-8.28,-9.24,-8.67,-11.75,0.03
140.37,-6.96,7.19,3.09,-42.9,18.63,-35.27,-35.15,-36.19,-19.37,-20.67,-10.72,909.63,3337322.75,883.82,2.02,0.05,8.62,12.07,-0.5,-0.62,-0.65,-0.7,-0.69,-0.75,-9.56,-6.57,-8.33,-9.27,-8.73,-11.82,0.03
136.86,-4.72,8.67,5.42,-43.83,19.56,-34.75,-35.66,-35.57,-18.44,-21.68,-9.48,957.01,3488183.5,937.41,1.98,0.05,8.53,12.44,-0.52,-0.62,-0.65,-0.7,-0.68,-0.74,-9.42,-6.48,-8.29,-9.17,-8.64,-11.71,0.03
133.59,-3.77,9.43,7.35,-45.52,18.18,-34.4,-35.75,-34.68,-17.07,-20.34,-7.24,1025.66,2991952,1014.45,1.91,0.05,8.07,12.2,-0.55,-0.62,-0.65,-0.7,-0.68,-0.74,-9.56,-6.6,-8.38,-9.23,-8.7,-11.79,0.03
133.2,-1.63,9.66,9.51,-45.99,16.45,-33.91,-35.74,-33.95,-15.57,-18.86,-5.44,1028.47,3278741.25,1002.97,1.96,0.05,8.38,12.6,-0.58,-0.61,-0.65,-0.7,-0.68,-0.74,-9.44,-6.62,-8.35,-9.17,-8.74,-11.73,0.03
132.21,1.37,11.71,11.64,-47.62,16.68,-33.22,-36.32,-33.39,-14.39,-18.65,-4.22,1077.63,3865493.25,1024.02,1.9,0.04,8.11,12.49,-0.59,-0.62,-0.64,-0.7,-0.67,-0.74,-9.5,-6.62,-8.45,-9.17,-8.8,-11.72,0.03
134.19,2.97,12.01,12.21,-47.52,15.1,-31.11,-37.72,-32.4,-13.02,-18.95,-3.05,1068.07,3530137,1015.41,1.99,0.04,8.68,12.33,-0.61,-0.62,-0.63,-0.7,-0.67,-0.75,-9.38,-6.64,-8.47,-9.16,-8.85,-11.72,0.03
135.25,3.03,12.45,13.35,-48.77,13.77,-29.6,-38.93,-31.59,-12.25,-20.57,-2.99,1091.23,3133917.5,1049.38,2.04,0.04,9.09,12.56,-0.6,-0.61,-0.63,-0.69,-0.66,-0.75,-9.41,-6.71,-8.5,-9.17,-8.88,-11.77,0.03
138.23,2.47,11.26,13.53,-48.1,12.49,-29.97,-38.84,-29.86,-13.17,-22.4,-2.63,1038,3169237.25,1022.11,2.08,0.04,9.43,12.71,-0.59,-0.6,-0.62,-0.67,-0.66,-0.75,-9.37,-6.77,-8.52,-9.21,-8.93,-11.78,0.03
139.65,1.01,10.54,12.95,-49.66,11.01,-30.95,-37.61,-28.38,-14.53,-22.98,-3.66,1026.19,3041453.5,1034.55,2.1,0.04,9.64,13,-0.57,-0.6,-0.61,-0.67,-0.66,-0.75,-9.47,-6.82,-8.45,-9.08,-8.94,-11.77,0.03
141.71,0.01,9.31,11.92,-46.61,11.07,-31.43,-36.88,-27.38,-16.23,-24.82,-6.22,961.86,3287291.75,979.04,2.17,0.05,10.11,12.8,-0.55,-0.6,-0.6,-0.67,-0.66,-0.75,-9.4,-6.87,-8.54,-9.1,-9.01,-11.75,0.03
143.98,-1.25,8.84,11.11,-42.44,13.24,-32.22,-35.86,-24.9,-17.26,-25.07,-7.91,951.64,3150523,921.14,2.2,0.05,10.27,13.13,-0.52,-0.6,-0.59,-0.68,-0.67,-0.75,-9.32,-6.81,-8.49,-8.99,-8.92,-11.68,0.03
145.06,-1.66,8.7,9.23,-38.33,14.84,-34.71,-37.6,-24.47,-19.26,-24.3,-8.96,909.24,3350922.75,832.62,2.19,0.05,9.95,12.62,-0.5,-0.59,-0.59,-0.68,-0.67,-0.75,-9.35,-6.92,-8.6,-9.15,-9.04,-11.73,0.02
146.34,-2.29,7.77,9.29,-35.94,16.26,-34.66,-36.7,-22.94,-18.78,-22.92,-8.74,912.47,2964392.75,847.45,2.18,0.05,9.8,12.4,-0.5,-0.59,-0.58,-0.68,-0.67,-0.75,-9.3,-7.02,-8.66,-9.18,-9.11,-11.8,0.02
147.84,-1.85,7.27,8.69,-32.54,17.96,-33.75,-36.31,-22.93,-19.81,-23.68,-9.42,880.32,3745444.5,790.99,2.19,0.05,9.92,12.09,-0.49,-0.59,-0.59,-0.67,-0.67,-0.75,-9.27,-7.09,-8.7,-9.23,-9.15,-11.74,0.02
148.91,-4.25,7.3,7.66,-29.02,18.96,-33.04,-35.21,-20.36,-19.87,-24.06,-10.28,908.82,3578254.25,848.41,2.19,0.05,9.7,11.89,-0.48,-0.6,-0.59,-0.67,-0.67,-0.75,-9.21,-7.12,-8.72,-9.29,-9.18,-11.71,0.02
149.46,-6.88,5.87,7.52,-26.94,19.17,-32.62,-34.42,-18.74,-21.24,-24.4,-11.59,894.3,3398724.5,824.96,2.19,0.05,9.77,11.78,-0.47,-0.6,-0.59,-0.67,-0.67,-0.75,-9.19,-7.21,-8.72,-9.31,-9.24,-11.73,0.02
149.74,-8.04,6.65,8.33,-25.72,19.63,-32.64,-33.81,-17.65,-19.92,-23.02,-11.71,890.5,3918841.5,816.35,2.19,0.05,9.7,11.51,-0.48,-0.59,-0.59,-0.67,-0.67,-0.76,-9.09,-7.25,-8.67,-9.31,-9.25,-11.68,0.02
151.02,-9.06,6.91,9.41,-24.13,21.34,-32.24,-32.98,-14.95,-18.7,-22.67,-11.24,889.28,3733977.25,826.88,2.19,0.05,9.62,11.27,-0.49,-0.58,-0.58,-0.68,-0.67,-0.76,-9.03,-7.37,-8.71,-9.35,-9.34,-11.72,0.02
149.32,-9.64,7.08,10.27,-23.87,23.25,-31.16,-32.65,-14.76,-17.59,-20.81,-10.68,932.92,3681215.25,841.71,2.21,0.04,9.96,10.76,-0.52,-0.58,-0.59,-0.68,-0.67,-0.76,-9.04,-7.53,-8.78,-9.45,-9.41,-11.77,0.03
149.42,-9.82,7,11.76,-23.23,24.15,-31.37,-32.94,-13.23,-16.9,-20.32,-9.1,953.51,4131760.25,886.69,2.1,0.04,8.98,10.47,-0.53,-0.57,-0.59,-0.68,-0.66,-0.76,-8.96,-7.62,-8.84,-9.52,-9.49,-11.79,0.03
147.74,-8.48,7.41,11.6,-21.98,26.63,-30.39,-34.22,-12.36,-16.45,-19.39,-7.46,978.35,3539362.75,850.32,2.18,0.05,10.1,10.98,-0.54,-0.56,-0.57,-0.68,-0.65,-0.76,-8.74,-7.47,-8.73,-9.36,-9.3,-11.63,0.03
145.63,-8.55,6.79,11.45,-21.47,28.3,-29.6,-34.69,-11.45,-15.24,-18.45,-6.18,1042.6,3757872.75,916.36,2.04,0.05,8.79,11.13,-0.55,-0.55,-0.57,-0.67,-0.64,-0.76,-8.57,-7.41,-8.59,-9.22,-9.18,-11.43,0.03
144.26,-8.92,7.85,11.5,-20.02,30.43,-28.34,-36.14,-11.59,-15.86,-18.45,-5.74,1048.09,3539142,874.25,2.08,0.05,9.05,11.24,-0.55,-0.53,-0.56,-0.67,-0.63,-0.76,-8.47,-7.41,-8.56,-9.16,-9.14,-11.38,0.03
142.67,-9.08,7.59,11.02,-19.85,30.79,-27.82,-37.64,-11.78,-14.8,-18.27,-5.66,1094.35,3844712.5,982.39,2.08,0.05,9.09,11.04,-0.55,-0.54,-0.56,-0.68,-0.63,-0.76,-8.54,-7.4,-8.57,-9.19,-9.14,-11.35,0.04
142.79,-9.89,6.03,9.45,-21.12,29.13,-30.55,-40.39,-11.52,-13.83,-18.47,-6.67,1078.8,3674041.25,987.66,2.13,0.05,9.57,11.13,-0.55,-0.53,-0.56,-0.68,-0.63,-0.76,-8.62,-7.39,-8.49,-9.24,-9.15,-11.38,0.04
145.42,-10.35,3.52,7.99,-20.66,28.85,-31.11,-41.26,-13.15,-15.11,-18.12,-6.02,1007.39,3580209.5,934.06,2.15,0.04,9.55,10.53,-0.56,-0.55,-0.56,-0.69,-0.64,-0.77,-8.82,-7.56,-8.77,-9.46,-9.42,-11.67,0.03
147.11,-10.69,1.89,6.62,-20.28,29.31,-32.86,-42.67,-13.27,-14.68,-17.18,-6.98,974.06,3853482.25,912.53,2.22,0.04,10.33,9.73,-0.55,-0.56,-0.58,-0.7,-0.66,-0.77,-9.13,-7.75,-8.89,-9.73,-9.61,-11.87,0.03
149.91,-10.56,-0.19,5.51,-19.65,28.65,-33.29,-43.47,-14.95,-15.73,-17.92,-8.32,931.28,3512108,890.52,2.37,0.03,11.72,8.58,-0.54,-0.58,-0.59,-0.7,-0.67,-0.78,-9.37,-7.9,-9.1,-9.95,-9.87,-12.19,0.03
150.34,-10.36,-2.2,3.12,-20.25,26.27,-35.52,-44.72,-17.47,-17.86,-17.48,-9.11,904.75,3990192.25,887.17,2.41,0.03,12.31,8.73,-0.51,-0.59,-0.6,-0.7,-0.68,-0.78,-9.49,-7.73,-8.98,-9.86,-9.79,-12.12,0.04
154.43,-10.15,-4.62,1.12,-21.35,24.86,-37.48,-45.99,-19.03,-18.73,-17.84,-9.9,852.62,3451341.25,865.63,2.59,0.03,13.84,8.69,-0.5,-0.59,-0.6,-0.7,-0.68,-0.78,-9.53,-7.68,-8.97,-9.91,-9.82,-12.24,0.03
154.42,-10.98,-6.41,-0.41,-22.12,22.41,-38.71,-45.72,-20.01,-19.43,-18.18,-11.45,826.33,3672717.75,902,2.61,0.04,14.09,9.11,-0.47,-0.59,-0.6,-0.71,-0.69,-0.77,-9.54,-7.5,-8.84,-9.76,-9.69,-12.15,0.04
159.42,-12.35,-7.9,-1.65,-24.04,20.8,-41.33,-47.75,-21.77,-19.39,-17.21,-12.28,788.96,3038183,868.98,2.88,0.04,17.13,9.47,-0.44,-0.61,-0.58,-0.7,-0.69,-0.77,-9.64,-7.31,-8.77,-9.78,-9.65,-12.25,0.04
162.7,-12.63,-10,-3.49,-25.68,18.23,-41.87,-46.25,-21.52,-18.9,-17.87,-13.76,764.99,3509572.25,875.68,2.84,0.04,16.39,9.96,-0.43,-0.61,-0.58,-0.71,-0.7,-0.77,-9.64,-7.18,-8.65,-9.66,-9.55,-12.17,0.04
165.83,-12.73,-11,-4.11,-28.7,15.27,-43.94,-46.5,-23.04,-20.61,-18.02,-14.74,679.58,2950113.25,793.38,2.93,0.04,16.93,10.27,-0.41,-0.62,-0.58,-0.7,-0.7,-0.77,-9.75,-6.99,-8.57,-9.69,-9.51,-12.24,0.04
168.38,-12.62,-11.01,-4.63,-29.41,13.28,-44.98,-46.88,-23.59,-21.77,-18.65,-15.22,625.4,2987934.5,759.4,2.98,0.04,17.28,10.67,-0.4,-0.63,-0.57,-0.7,-0.7,-0.77,-9.67,-6.82,-8.5,-9.57,-9.45,-12.18,0.05
170.04,-11.84,-11.44,-4.01,-30.67,13.21,-45.52,-45.83,-23.8,-22.53,-18.39,-15.3,596.15,2591185.5,720.64,2.94,0.04,16.79,10.6,-0.4,-0.63,-0.57,-0.7,-0.7,-0.76,-9.72,-6.83,-8.49,-9.61,-9.47,-12.28,0.05
170.59,-11.1,-11.23,-4.52,-31.13,11.9,-45.03,-46.08,-24.53,-23.12,-18.4,-14.25,594.89,2808412,722.56,3,0.04,17.27,10.69,-0.4,-0.63,-0.57,-0.7,-0.7,-0.77,-9.69,-6.73,-8.52,-9.59,-9.47,-12.2,0.05
169.14,-9.96,-10.4,-4.48,-31.15,10.91,-44.83,-45.24,-25.17,-23.42,-17.86,-13.04,604.46,2912897,729.26,2.89,0.04,15.74,10.16,-0.42,-0.64,-0.57,-0.7,-0.71,-0.77,-9.81,-6.78,-8.61,-9.61,-9.52,-12.23,0.04
168.4,-9.91,-9.61,-4.41,-31.16,11.66,-44.92,-44.76,-23.41,-22.23,-17.47,-11.88,635.81,2861745.75,735.96,2.79,0.04,14.41,9.91,-0.43,-0.64,-0.56,-0.7,-0.71,-0.77,-9.87,-6.84,-8.68,-9.72,-9.57,-12.25,0.04
166.76,-9.24,-8.4,-4.29,-31.18,12.22,-44.34,-44.22,-22.24,-21.09,-16.25,-9.78,663.41,2628073,748.88,2.82,0.04,15.08,8.93,-0.47,-0.65,-0.56,-0.71,-0.71,-0.77,-9.85,-6.99,-8.89,-9.79,-9.68,-12.34,0.04
163.88,-9.45,-8.18,-3.99,-30.61,12.13,-43.05,-43.26,-20.32,-20.36,-17.04,-9.32,698.91,3278598,775.67,2.69,0.04,13.68,9.04,-0.47,-0.65,-0.55,-0.71,-0.7,-0.78,-9.77,-6.96,-8.85,-9.7,-9.6,-12.17,0.04
162.1,-8.69,-7.77,-3.72,-30.48,11.81,-41.94,-41.77,-18.14,-19.14,-16.22,-7.8,737.37,3361605.25,784.77,2.66,0.04,13.38,8.98,-0.5,-0.65,-0.55,-0.7,-0.7,-0.78,-9.72,-7.01,-8.85,-9.72,-9.58,-12.11,0.04
158.85,-7.57,-7.34,-2.74,-30.07,12.09,-40.14,-39.87,-14.9,-16.73,-16.04,-5.91,810.25,3412461.5,830.22,2.57,0.04,12.42,10.4,-0.5,-0.65,-0.54,-0.7,-0.7,-0.78,-9.57,-6.93,-8.73,-9.52,-9.4,-11.9,0.04
157.96,-7.43,-6.1,-1.29,-29.78,11.01,-40.29,-39.64,-13.43,-14.43,-14.8,-4.07,814.55,3465981.25,818.26,2.59,0.05,12.69,11.84,-0.52,-0.64,-0.53,-0.69,-0.69,-0.78,-9.19,-6.74,-8.49,-9.27,-9.15,-11.64,0.04
157.92,-8.78,-6.55,0.68,-29.27,9.42,-39.83,-38.52,-10.43,-11.13,-13.67,-3.8,837.13,3085308.5,834.05,2.56,0.05,12.27,11.76,-0.53,-0.63,-0.52,-0.69,-0.7,-0.78,-9.1,-6.8,-8.44,-9.22,-9.05,-11.58,0.03
157.87,-8.89,-6.23,2.23,-28.39,8.51,-38.93,-36.93,-9.75,-10.39,-13.84,-2.77,848.62,3509908.5,841.23,2.59,0.05,12.79,11.49,-0.55,-0.63,-0.52,-0.69,-0.7,-0.78,-9.09,-6.94,-8.5,-9.25,-9.11,-11.59,0.04
159.21,-9.47,-5.5,3.85,-27.18,8.47,-37.07,-36.13,-9.68,-9.8,-13.92,-3.81,835.21,3604971.5,813,2.59,0.05,12.44,11.09,-0.55,-0.62,-0.53,-0.69,-0.7,-0.79,-9.14,-7.01,-8.49,-9.29,-9.14,-11.57,0.04
161.44,-10.11,-4.95,5.23,-25.05,10.09,-34.79,-34.93,-9.29,-9.95,-14.69,-4.42,809.81,3802297.25,777.59,2.58,0.05,12.35,10.69,-0.55,-0.62,-0.54,-0.69,-0.71,-0.79,-9.03,-7.12,-8.54,-9.32,-9.16,-11.59,0.04
162.66,-11.45,-5.01,6.67,-26.04,7.77,-34.37,-34.72,-9.07,-9.36,-15.27,-6.61,799.8,3457068.5,777.59,2.73,0.05,14,10.16,-0.54,-0.61,-0.55,-0.69,-0.72,-0.79,-9.05,-7.26,-8.49,-9.34,-9.17,-11.65,0.04
166.72,-12.25,-4.5,7.85,-23.68,7,-31.97,-33.58,-9.01,-10.03,-16.32,-8.03,756.16,3623592.25,757.01,2.75,0.05,13.83,9.71,-0.54,-0.61,-0.55,-0.69,-0.73,-0.8,-9.02,-7.35,-8.51,-9.34,-9.2,-11.66,0.04
167.56,-13.94,-4.28,9.68,-22.25,6.08,-29.49,-32.5,-10.21,-11.17,-17.43,-11.13,737.08,3684666.75,742.18,2.88,0.05,15.18,10.4,-0.51,-0.58,-0.55,-0.69,-0.73,-0.8,-8.89,-7.3,-8.36,-9.16,-9.05,-11.51,0.04
172.22,-14.62,-3.12,10.94,-18.3,5.77,-28.68,-32.61,-10.65,-11.04,-16.69,-12.7,694.76,3760671.25,673.27,3.02,0.05,16.45,9.91,-0.52,-0.58,-0.56,-0.7,-0.74,-0.81,-8.82,-7.31,-8.33,-9.21,-9.06,-11.5,0.04
173.95,-15.51,-2.02,12.31,-17.57,2.91,-27.45,-32.53,-12.52,-13.52,-19.4,-16,650.41,3701480.5,657,3.21,0.05,18.37,9.58,-0.5,-0.56,-0.56,-0.7,-0.75,-0.81,-8.86,-7.41,-8.35,-9.17,-9.07,-11.51,0.04
178.83,-15.84,-1.11,12.73,-13.7,2.03,-26.4,-31.98,-13.01,-14.84,-20.57,-18.46,578.2,3520989.75,600.54,3.38,0.05,19.65,9.16,-0.5,-0.54,-0.57,-0.71,-0.76,-0.82,-8.85,-7.47,-8.39,-9.23,-9.12,-11.54,0.04
179.44,-15.81,-0.02,13.57,-10.43,0.52,-25.53,-31.44,-14.56,-17.2,-22.55,-20.81,541.13,3778755.5,581.4,3.53,0.05,21.11,8.51,-0.49,-0.51,-0.57,-0.72,-0.77,-0.82,-8.88,-7.61,-8.46,-9.26,-9.17,-11.55,0.04
180.01,-14.81,0.79,13.41,-6.15,0.33,-23.18,-30.47,-15.35,-18.15,-23,-21.67,499.3,3153587.5,565.13,3.63,0.04,21.55,7.82,-0.5,-0.51,-0.59,-0.73,-0.78,-0.82,-8.94,-7.68,-8.54,-9.36,-9.3,-11.66,0.04
179.8,-14.45,1.47,12.74,-2.16,-2.33,-23.54,-29.24,-15.64,-18.41,-23.04,-22.57,480.18,3590970,540.24,3.74,0.04,22.18,7.27,-0.5,-0.5,-0.58,-0.74,-0.79,-0.83,-9.08,-7.83,-8.6,-9.43,-9.35,-11.65,0.04
179.08,-14.58,1.22,11.73,3.14,-3.83,-22.53,-27.1,-13.56,-17.42,-22.5,-22.65,455.4,3340959,549.81,3.78,0.03,22.08,6.73,-0.52,-0.5,-0.58,-0.76,-0.81,-0.83,-8.95,-7.94,-8.7,-9.49,-9.4,-11.66,0.04
177.86,-14.72,1.4,11.74,7.33,-5.61,-22.77,-26.01,-12.95,-17,-22.74,-23.33,467.79,4098773,576.13,3.79,0.03,21.98,6.18,-0.53,-0.5,-0.59,-0.77,-0.82,-0.84,-9.05,-8.03,-8.74,-9.53,-9.47,-11.63,0.04
175.5,-13.43,1.74,11.23,13.53,-6.15,-21.03,-23.04,-11.51,-16.67,-22.87,-22.89,442.67,3807108,523.5,3.75,0.03,20.73,5.76,-0.56,-0.5,-0.6,-0.78,-0.83,-0.84,-8.95,-8.14,-8.8,-9.58,-9.55,-11.65,0.04
173.08,-13.06,2.3,11.66,18.47,-5.99,-19.76,-20.88,-10.31,-16.59,-22.3,-22.59,445.19,4342410.5,488.56,3.71,0.03,20.06,5.18,-0.58,-0.51,-0.62,-0.8,-0.84,-0.85,-9.01,-8.25,-8.93,-9.67,-9.67,-11.68,0.04
167.83,-12.01,2.11,10.73,23.46,-5.78,-18.33,-17.87,-8.84,-16.37,-21.42,-21.32,446.24,4303471.5,499.09,3.57,0.02,18.23,4.6,-0.61,-0.52,-0.64,-0.81,-0.85,-0.85,-9.04,-8.41,-9,-9.75,-9.73,-11.71,0.04
163.25,-13.3,2.28,11.35,26.69,-4.5,-17.34,-16.56,-8.36,-15.65,-20.05,-21.05,443.5,4925377,482.34,3.43,0.02,16.82,4.2,-0.63,-0.53,-0.66,-0.82,-0.86,-0.85,-9.05,-8.49,-9.08,-9.83,-9.79,-11.71,0.04
158.83,-14.13,0.92,9.61,29.43,-1.66,-14.94,-14.54,-7.36,-14.57,-17.03,-19.5,442.43,4678490,490,3.25,0.03,14.67,4.38,-0.63,-0.54,-0.67,-0.83,-0.86,-0.85,-8.72,-8.29,-8.81,-9.53,-9.52,-11.45,0.05
