lowlevel.spectral_flux.mean,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_rms.mean,lowlevel.spectral_rolloff.mean,lowlevel.spectral_skewness.mean,lowlevel.spectral_spread.mean,lowlevel.spectral_decrease.mean,lowlevel.spectral_centroid.mean,lowlevel.spectral_complexity.mean,lowlevel.spectral_contrast_coeffs.mean.0,lowlevel.spectral_contrast_coeffs.mean.1,lowlevel.spectral_contrast_coeffs.mean.2,lowlevel.spectral_contrast_coeffs.mean.3,lowlevel.spectral_contrast_coeffs.mean.4,lowlevel.spectral_contrast_coeffs.mean.5,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.mean.1,lowlevel.spectral_contrast_valleys.mean.2,lowlevel.spectral_contrast_valleys.mean.3,lowlevel.spectral_contrast_valleys.mean.4,lowlevel.spectral_contrast_valleys.mean.5,lowlevel.dissonance.mean
0.03,79.38,0.00,348.84,7.17,2220425.25,0.00,345.56,5.33,-0.52,-0.41,-0.66,-0.72,-0.79,-0.85,-9.32,-8.86,-10.00,-10.73,-11.08,-13.11,0.27
0.02,76.59,0.00,362.24,7.06,2667888.50,0.00,357.16,4.93,-0.52,-0.42,-0.67,-0.73,-0.80,-0.85,-9.52,-8.99,-10.15,-10.84,-11.16,-13.16,0.27
0.02,75.98,0.00,349.79,6.97,2882225.50,0.00,360.12,4.84,-0.52,-0.41,-0.67,-0.73,-0.80,-0.85,-9.50,-9.00,-10.12,-10.76,-11.09,-13.11,0.26
0.02,77.74,0.00,349.79,7.26,2099772.25,0.00,340.15,4.60,-0.52,-0.40,-0.67,-0.74,-0.81,-0.86,-9.49,-9.12,-10.27,-10.88,-11.22,-13.10,0.24
0.02,78.13,0.00,354.58,7.37,2489052.00,0.00,334.55,4.18,-0.53,-0.40,-0.69,-0.76,-0.83,-0.87,-9.48,-9.18,-10.30,-10.86,-11.21,-13.02,0.24
0.02,73.98,0.00,353.62,7.18,2819378.25,0.00,341.96,4.13,-0.53,-0.40,-0.70,-0.77,-0.84,-0.87,-9.48,-9.10,-10.24,-10.78,-11.12,-12.88,0.23
0.02,70.49,0.00,356.97,7.10,2025692.25,0.00,329.89,4.29,-0.53,-0.40,-0.71,-0.78,-0.85,-0.87,-9.25,-8.96,-10.10,-10.67,-10.97,-12.74,0.23
0.02,65.08,0.00,361.28,6.72,2864678.75,0.00,336.66,4.18,-0.54,-0.40,-0.73,-0.79,-0.86,-0.87,-9.14,-8.95,-9.93,-10.49,-10.76,-12.55,0.24
0.02,58.76,0.00,357.45,6.44,2554781.75,0.00,329.22,3.98,-0.55,-0.42,-0.74,-0.80,-0.86,-0.86,-9.06,-8.98,-9.91,-10.55,-10.79,-12.62,0.25
0.02,51.24,0.00,354.10,5.95,3127483.50,0.00,348.83,4.02,-0.57,-0.44,-0.75,-0.81,-0.86,-0.86,-8.93,-8.79,-9.76,-10.36,-10.59,-12.46,0.27
0.02,43.01,0.00,356.49,5.35,3541993.00,0.00,362.08,4.20,-0.59,-0.46,-0.77,-0.82,-0.86,-0.85,-8.75,-8.62,-9.53,-10.19,-10.41,-12.33,0.28
0.03,37.54,0.00,366.54,5.00,3315773.25,0.00,361.01,4.49,-0.60,-0.47,-0.77,-0.83,-0.85,-0.85,-8.58,-8.44,-9.32,-10.00,-10.23,-12.21,0.30
0.04,33.21,0.00,356.49,4.67,3732348.50,0.00,363.75,5.22,-0.60,-0.49,-0.77,-0.82,-0.84,-0.85,-8.23,-8.16,-9.01,-9.73,-9.98,-12.02,0.31
0.02,29.40,0.00,377.55,4.36,3366881.75,0.00,363.31,2.16,-0.66,-0.58,-0.80,-0.84,-0.85,-0.86,-9.56,-9.45,-10.24,-10.98,-11.28,-13.43,0.32
0.02,28.75,0.00,372.29,4.23,3263484.75,0.00,367.04,2.67,-0.65,-0.58,-0.79,-0.82,-0.83,-0.85,-9.41,-9.18,-10.06,-10.86,-11.18,-13.44,0.33
0.03,31.96,0.00,381.38,4.29,3424794.25,0.00,380.29,3.27,-0.63,-0.58,-0.77,-0.81,-0.82,-0.84,-9.37,-8.88,-9.82,-10.69,-11.04,-13.39,0.33
0.03,39.32,0.00,387.60,4.59,3005181.25,0.00,383.04,3.69,-0.60,-0.58,-0.76,-0.79,-0.80,-0.84,-9.32,-8.58,-9.60,-10.54,-10.95,-13.36,0.33
0.03,50.45,0.00,398.13,5.09,3269060.25,0.00,391.83,4.09,-0.59,-0.57,-0.76,-0.78,-0.79,-0.84,-9.18,-8.31,-9.41,-10.43,-10.91,-13.33,0.32
0.03,55.09,0.00,395.25,5.35,3162845.75,0.00,398.79,4.47,-0.57,-0.57,-0.75,-0.78,-0.79,-0.85,-9.15,-8.09,-9.28,-10.34,-10.89,-13.28,0.31
0.03,71.05,0.00,412.96,6.03,2991781.75,0.00,404.38,4.64,-0.56,-0.55,-0.74,-0.77,-0.79,-0.85,-9.22,-8.06,-9.27,-10.36,-10.95,-13.35,0.29
0.03,82.54,0.00,401.00,6.73,2642941.75,0.00,400.78,4.67,-0.54,-0.54,-0.73,-0.76,-0.79,-0.85,-9.32,-8.02,-9.34,-10.49,-11.13,-13.45,0.28
0.03,93.96,0.00,410.09,7.34,2567006.50,0.00,398.55,4.87,-0.52,-0.54,-0.72,-0.75,-0.79,-0.86,-9.39,-7.86,-9.31,-10.50,-11.19,-13.47,0.27
0.02,105.73,0.00,403.39,8.05,1942687.63,0.00,389.79,5.09,-0.51,-0.53,-0.71,-0.74,-0.79,-0.86,-9.40,-7.79,-9.33,-10.60,-11.34,-13.59,0.25
0.02,109.20,0.00,426.84,8.24,2323059.25,0.00,401.50,5.18,-0.50,-0.51,-0.71,-0.74,-0.80,-0.86,-9.53,-7.75,-9.28,-10.64,-11.35,-13.51,0.24
0.03,113.86,0.00,417.27,8.49,2019358.25,0.00,396.21,5.04,-0.50,-0.51,-0.71,-0.74,-0.80,-0.86,-9.47,-7.69,-9.24,-10.62,-11.32,-13.51,0.23
0.03,111.78,0.00,418.70,8.40,2151284.00,0.00,404.52,4.96,-0.51,-0.51,-0.72,-0.74,-0.80,-0.86,-9.52,-7.73,-9.18,-10.67,-11.33,-13.47,0.23
0.03,109.18,0.00,417.74,8.25,2098845.75,0.00,400.73,5.13,-0.52,-0.50,-0.72,-0.73,-0.80,-0.86,-9.44,-7.74,-9.12,-10.69,-11.33,-13.44,0.23
0.04,115.17,0.01,425.88,8.63,2384184.50,0.00,406.82,5.62,-0.51,-0.49,-0.72,-0.73,-0.80,-0.86,-9.33,-7.56,-8.88,-10.52,-11.18,-13.23,0.23
0.04,111.36,0.01,414.39,8.39,2000170.13,0.00,399.70,5.49,-0.51,-0.48,-0.72,-0.73,-0.80,-0.86,-9.32,-7.57,-8.83,-10.52,-11.15,-13.21,0.23
0.03,110.09,0.01,418.22,8.45,2296746.75,0.00,402.29,5.56,-0.51,-0.48,-0.73,-0.73,-0.80,-0.86,-9.37,-7.56,-8.79,-10.50,-11.13,-13.11,0.23
0.03,105.99,0.01,416.31,8.28,2080831.50,0.00,405.93,5.60,-0.51,-0.48,-0.73,-0.73,-0.80,-0.86,-9.40,-7.58,-8.77,-10.50,-11.14,-13.13,0.24
0.03,106.93,0.01,417.74,8.30,2116908.75,0.00,401.22,5.84,-0.51,-0.48,-0.73,-0.73,-0.80,-0.86,-9.46,-7.63,-8.78,-10.53,-11.19,-13.19,0.23
0.03,104.82,0.01,419.18,8.21,2330387.75,0.00,405.66,6.00,-0.51,-0.49,-0.73,-0.73,-0.81,-0.86,-9.56,-7.63,-8.74,-10.49,-11.13,-13.13,0.25
0.03,99.91,0.00,414.39,7.98,2326189.25,0.00,406.06,5.80,-0.52,-0.49,-0.73,-0.73,-0.80,-0.86,-9.58,-7.68,-8.75,-10.49,-11.16,-13.17,0.26
0.02,100.35,0.00,417.27,8.10,2107249.25,0.00,404.33,5.78,-0.52,-0.50,-0.73,-0.73,-0.81,-0.86,-9.68,-7.69,-8.75,-10.53,-11.29,-13.19,0.26
0.02,100.52,0.00,433.54,8.16,2415542.50,0.00,402.42,5.33,-0.51,-0.52,-0.75,-0.74,-0.83,-0.87,-9.83,-7.78,-8.77,-10.51,-11.33,-13.19,0.26
0.02,100.63,0.00,418.22,8.22,1838659.50,0.00,392.41,5.36,-0.51,-0.54,-0.75,-0.74,-0.84,-0.88,-9.92,-7.78,-8.78,-10.57,-11.40,-13.23,0.28
0.02,97.03,0.00,423.01,8.14,1479069.25,0.00,390.07,5.49,-0.51,-0.56,-0.75,-0.75,-0.85,-0.88,-9.93,-7.77,-8.79,-10.49,-11.42,-13.28,0.29
0.02,85.79,0.00,472.77,7.50,2405707.00,0.00,411.74,5.71,-0.51,-0.57,-0.76,-0.75,-0.86,-0.88,-9.78,-7.68,-8.60,-10.29,-11.18,-13.03,0.31
0.02,72.31,0.00,471.82,6.85,2274742.50,0.00,417.77,6.31,-0.52,-0.61,-0.75,-0.75,-0.86,-0.87,-9.58,-7.50,-8.52,-10.10,-11.03,-12.94,0.33
0.02,63.11,0.00,531.63,6.32,2203753.00,0.00,446.17,6.91,-0.52,-0.63,-0.74,-0.75,-0.86,-0.86,-9.46,-7.29,-8.31,-9.82,-10.72,-12.74,0.35
0.03,54.08,0.00,589.05,5.82,2176009.00,0.00,470.33,8.09,-0.53,-0.64,-0.73,-0.75,-0.85,-0.86,-9.11,-7.09,-8.08,-9.47,-10.40,-12.49,0.37
0.04,47.22,0.00,605.32,5.39,2967616.25,0.00,475.36,8.91,-0.53,-0.66,-0.73,-0.75,-0.85,-0.85,-8.79,-6.93,-7.91,-9.16,-10.13,-12.24,0.39
0.04,45.76,0.00,569.43,5.27,2889442.50,0.00,451.89,6.78,-0.56,-0.70,-0.75,-0.77,-0.85,-0.86,-9.04,-7.43,-8.39,-9.64,-10.62,-12.82,0.40
0.04,38.33,0.00,605.32,4.78,2495335.75,0.00,487.75,5.56,-0.58,-0.72,-0.75,-0.77,-0.84,-0.85,-9.24,-7.65,-8.69,-9.88,-10.78,-13.15,0.40
0.04,35.32,0.00,589.53,4.52,2502345.25,0.00,480.87,6.47,-0.57,-0.72,-0.75,-0.76,-0.82,-0.84,-8.93,-7.46,-8.55,-9.72,-10.59,-13.08,0.40
0.05,33.16,0.00,599.10,4.27,2814080.25,0.00,496.28,7.71,-0.57,-0.72,-0.73,-0.76,-0.81,-0.84,-8.69,-7.18,-8.46,-9.49,-10.40,-12.98,0.40
0.05,36.59,0.00,591.92,4.40,2466499.50,0.00,496.13,8.42,-0.56,-0.72,-0.73,-0.76,-0.80,-0.83,-8.60,-6.99,-8.37,-9.46,-10.34,-13.00,0.40
0.05,40.53,0.00,588.57,4.54,2560656.25,0.00,489.09,8.58,-0.56,-0.71,-0.73,-0.76,-0.79,-0.83,-8.42,-6.91,-8.33,-9.39,-10.32,-13.03,0.40
0.05,48.68,0.00,568.48,4.95,2287644.50,0.00,490.41,8.62,-0.55,-0.70,-0.73,-0.76,-0.79,-0.84,-8.52,-6.88,-8.31,-9.45,-10.40,-13.10,0.39
0.04,49.12,0.00,556.04,4.96,2250282.50,0.00,484.47,8.38,-0.55,-0.70,-0.74,-0.76,-0.79,-0.84,-8.59,-6.86,-8.37,-9.56,-10.55,-13.26,0.38
0.04,60.16,0.00,507.23,5.53,2647512.50,0.00,479.41,8.31,-0.54,-0.69,-0.75,-0.76,-0.79,-0.84,-8.63,-6.85,-8.33,-9.64,-10.65,-13.28,0.37
0.04,63.57,0.00,492.87,5.73,2135014.50,0.00,447.65,8.96,-0.52,-0.68,-0.75,-0.75,-0.79,-0.84,-8.55,-6.67,-8.30,-9.70,-10.72,-13.33,0.37
0.04,67.63,0.00,497.66,5.97,2290057.50,0.00,458.22,9.51,-0.52,-0.67,-0.75,-0.75,-0.79,-0.85,-8.65,-6.52,-8.25,-9.70,-10.71,-13.24,0.36
0.04,70.60,0.00,519.67,6.14,2352405.75,0.00,478.10,10.11,-0.52,-0.67,-0.75,-0.74,-0.79,-0.85,-8.68,-6.39,-8.12,-9.64,-10.62,-13.10,0.36
0.05,71.45,0.00,514.40,6.28,1781492.75,0.00,471.42,11.09,-0.52,-0.66,-0.74,-0.73,-0.78,-0.85,-8.44,-6.11,-7.94,-9.45,-10.43,-12.90,0.36
0.05,74.65,0.00,522.54,6.41,1895593.13,0.00,474.45,10.93,-0.52,-0.65,-0.74,-0.73,-0.78,-0.85,-8.42,-6.07,-7.90,-9.47,-10.42,-12.82,0.36
0.04,68.55,0.00,524.93,6.14,2203861.75,0.00,480.11,10.69,-0.52,-0.65,-0.74,-0.74,-0.78,-0.85,-8.53,-6.14,-7.95,-9.52,-10.45,-12.80,0.36
0.04,64.56,0.00,542.64,5.98,2126430.50,0.00,486.97,10.51,-0.54,-0.65,-0.74,-0.74,-0.78,-0.85,-8.58,-6.22,-8.07,-9.64,-10.54,-12.85,0.36
0.04,62.35,0.00,532.11,5.94,1832902.38,0.00,490.18,10.02,-0.55,-0.66,-0.74,-0.74,-0.79,-0.85,-8.70,-6.31,-8.18,-9.77,-10.67,-12.97,0.36
0.04,59.87,0.00,545.99,5.79,2259877.25,0.00,499.28,9.96,-0.56,-0.66,-0.74,-0.74,-0.79,-0.85,-8.67,-6.30,-8.13,-9.70,-10.54,-12.82,0.36
0.04,59.59,0.00,542.64,5.85,1976914.88,0.00,492.49,9.87,-0.56,-0.66,-0.72,-0.74,-0.79,-0.85,-8.69,-6.33,-8.24,-9.73,-10.60,-12.85,0.36
0.04,55.98,0.00,551.73,5.69,2195557.75,0.00,505.01,10.24,-0.56,-0.65,-0.71,-0.74,-0.79,-0.85,-8.68,-6.30,-8.18,-9.63,-10.52,-12.74,0.36
0.04,57.23,0.00,565.61,5.80,2188061.25,0.00,512.00,10.22,-0.57,-0.66,-0.70,-0.75,-0.79,-0.85,-8.73,-6.36,-8.27,-9.64,-10.54,-12.75,0.36
0.03,53.16,0.00,575.65,5.63,1705452.25,0.00,514.10,9.93,-0.58,-0.66,-0.69,-0.75,-0.79,-0.85,-8.79,-6.44,-8.41,-9.76,-10.66,-12.90,0.36
0.03,56.96,0.00,580.44,5.92,1956106.13,0.00,515.23,10.36,-0.57,-0.66,-0.68,-0.75,-0.80,-0.86,-8.77,-6.31,-8.30,-9.57,-10.57,-12.68,0.36
0.03,59.74,0.00,616.33,6.13,2361047.50,0.00,520.14,10.16,-0.57,-0.66,-0.68,-0.75,-0.82,-0.86,-8.77,-6.30,-8.27,-9.48,-10.54,-12.58,0.36
0.04,61.45,0.00,608.19,6.33,1917411.50,0.00,513.78,10.64,-0.57,-0.65,-0.66,-0.76,-0.83,-0.86,-8.56,-6.21,-8.18,-9.31,-10.40,-12.39,0.37
0.04,60.64,0.00,616.81,6.29,2132515.50,0.00,511.39,10.40,-0.58,-0.66,-0.66,-0.76,-0.84,-0.86,-8.53,-6.25,-8.21,-9.26,-10.34,-12.32,0.38
0.05,57.32,0.00,634.99,6.09,2570101.25,0.00,531.48,11.07,-0.57,-0.65,-0.65,-0.76,-0.84,-0.86,-8.29,-6.12,-7.98,-8.97,-10.05,-12.05,0.39
0.05,51.23,0.00,644.56,5.79,2628450.75,0.00,547.81,10.62,-0.58,-0.65,-0.65,-0.76,-0.84,-0.86,-8.38,-6.21,-8.04,-8.93,-10.04,-12.03,0.39
0.06,51.91,0.01,653.65,5.86,2499421.75,0.00,550.70,11.02,-0.58,-0.65,-0.63,-0.76,-0.84,-0.86,-8.17,-6.07,-7.86,-8.72,-9.87,-11.87,0.39
0.06,50.61,0.01,680.93,5.79,2480077.50,0.00,570.81,10.64,-0.59,-0.65,-0.63,-0.76,-0.84,-0.86,-8.17,-6.17,-7.89,-8.72,-9.89,-11.89,0.40
0.03,45.56,0.00,639.30,5.46,2658892.00,0.00,547.05,6.78,-0.62,-0.70,-0.69,-0.79,-0.85,-0.87,-8.91,-7.11,-8.72,-9.54,-10.64,-12.73,0.41
0.03,44.34,0.00,601.49,5.36,2087358.88,0.00,508.56,5.00,-0.63,-0.72,-0.71,-0.79,-0.85,-0.86,-9.19,-7.54,-9.15,-9.96,-11.05,-13.30,0.40
0.03,44.14,0.00,579.96,5.28,2027371.38,0.00,491.97,5.33,-0.61,-0.71,-0.71,-0.80,-0.83,-0.86,-9.00,-7.45,-9.04,-9.85,-10.97,-13.29,0.39
0.04,48.02,0.00,573.26,5.39,2386391.50,0.00,485.46,5.78,-0.59,-0.70,-0.72,-0.79,-0.82,-0.85,-8.85,-7.40,-8.90,-9.73,-10.84,-13.22,0.40
0.04,49.94,0.00,561.78,5.41,1900315.88,0.00,463.26,6.00,-0.57,-0.69,-0.72,-0.78,-0.81,-0.85,-8.70,-7.27,-8.82,-9.67,-10.78,-13.26,0.39
0.04,57.55,0.00,544.55,5.66,2551767.25,0.00,447.24,6.38,-0.55,-0.69,-0.72,-0.78,-0.80,-0.85,-8.59,-7.13,-8.72,-9.57,-10.72,-13.20,0.38
0.04,65.84,0.00,547.90,6.07,1999182.63,0.00,419.79,6.38,-0.54,-0.68,-0.73,-0.78,-0.80,-0.85,-8.56,-7.13,-8.77,-9.65,-10.84,-13.33,0.37
0.04,77.61,0.00,503.88,6.61,2024947.38,0.00,405.80,6.40,-0.53,-0.68,-0.74,-0.78,-0.80,-0.85,-8.52,-7.15,-8.77,-9.69,-10.91,-13.38,0.35
0.04,84.41,0.00,484.74,6.87,1931597.75,0.00,378.28,7.18,-0.50,-0.67,-0.74,-0.77,-0.80,-0.85,-8.34,-6.92,-8.67,-9.60,-10.84,-13.30,0.35
0.05,87.95,0.00,473.73,7.05,1948066.63,0.00,355.44,7.73,-0.49,-0.66,-0.74,-0.77,-0.79,-0.85,-8.15,-6.73,-8.60,-9.55,-10.81,-13.30,0.33
0.05,98.62,0.00,483.78,7.41,2274238.25,0.00,342.53,8.00,-0.48,-0.65,-0.75,-0.77,-0.79,-0.85,-8.07,-6.70,-8.55,-9.53,-10.79,-13.23,0.33
0.04,106.35,0.00,499.57,7.91,1266214.38,0.00,347.73,8.00,-0.48,-0.65,-0.74,-0.76,-0.80,-0.86,-8.16,-6.61,-8.66,-9.67,-10.97,-13.36,0.32
0.04,105.77,0.00,520.63,7.93,1783576.13,0.00,378.51,8.42,-0.49,-0.65,-0.73,-0.76,-0.81,-0.86,-8.09,-6.59,-8.60,-9.63,-10.86,-13.19,0.33
0.04,109.95,0.00,521.92,8.15,1851574.13,0.00,363.07,8.79,-0.48,-0.65,-0.72,-0.76,-0.82,-0.86,-8.00,-6.45,-8.44,-9.50,-10.74,-12.98,0.33
0.04,103.99,0.01,525.30,7.94,1919829.63,0.00,362.81,8.92,-0.48,-0.65,-0.72,-0.76,-0.83,-0.86,-7.94,-6.41,-8.37,-9.45,-10.69,-12.89,0.33
0.04,107.87,0.01,532.00,8.05,2182662.25,0.00,372.74,9.29,-0.48,-0.64,-0.72,-0.77,-0.84,-0.86,-7.77,-6.33,-8.20,-9.28,-10.49,-12.66,0.33
0.05,105.78,0.01,534.74,8.07,2366287.50,0.00,372.09,9.67,-0.49,-0.63,-0.71,-0.76,-0.84,-0.86,-7.65,-6.29,-8.18,-9.22,-10.42,-12.55,0.34
0.05,97.82,0.01,549.92,7.66,2620709.50,0.00,376.65,9.54,-0.49,-0.64,-0.71,-0.77,-0.85,-0.86,-7.64,-6.25,-8.15,-9.18,-10.30,-12.43,0.34
0.05,93.49,0.01,577.48,7.47,2909823.75,0.00,382.41,9.23,-0.50,-0.66,-0.71,-0.77,-0.85,-0.86,-7.64,-6.22,-8.16,-9.20,-10.26,-12.38,0.34
0.06,82.40,0.01,596.95,6.97,3286706.25,0.00,389.88,9.39,-0.51,-0.65,-0.70,-0.76,-0.85,-0.85,-7.53,-6.28,-8.10,-9.17,-10.14,-12.33,0.34
0.08,68.42,0.01,632.15,6.21,4176209.75,0.00,412.80,9.29,-0.52,-0.66,-0.70,-0.76,-0.86,-0.84,-7.46,-6.34,-8.03,-9.10,-9.88,-12.09,0.35
0.09,43.31,0.01,697.68,4.99,5491086.50,0.00,436.04,9.30,-0.54,-0.70,-0.69,-0.76,-0.87,-0.84,-7.37,-6.38,-7.87,-9.03,-9.62,-11.93,0.34
0.13,30.65,0.01,796.73,4.18,8608027.00,0.00,489.62,8.83,-0.58,-0.74,-0.69,-0.76,-0.87,-0.84,-7.34,-6.66,-7.73,-8.95,-9.46,-11.63,0.32
0.03,48.19,0.00,672.31,5.93,3605068.50,0.00,672.50,2.93,-0.80,-0.63,-0.51,-0.70,-0.87,-0.87,-8.21,-8.00,-9.94,-10.85,-10.92,-12.50,0.23
0.04,45.00,0.00,669.44,5.76,3524292.50,0.00,654.08,3.42,-0.79,-0.64,-0.51,-0.70,-0.87,-0.87,-8.03,-7.81,-9.88,-10.76,-10.81,-12.39,0.24
0.03,51.27,0.00,660.83,6.00,3725152.00,0.00,651.46,2.60,-0.80,-0.65,-0.56,-0.72,-0.88,-0.88,-8.43,-8.09,-10.15,-11.09,-11.17,-12.78,0.22
0.03,56.49,0.00,644.56,6.31,3033932.75,0.00,626.79,2.80,-0.80,-0.64,-0.57,-0.73,-0.88,-0.88,-8.34,-7.97,-10.14,-11.13,-11.22,-12.85,0.21
0.03,58.45,0.00,634.99,6.35,3418610.50,0.00,622.79,2.98,-0.79,-0.63,-0.58,-0.73,-0.88,-0.88,-8.30,-7.83,-9.99,-11.01,-11.14,-12.75,0.21
0.04,63.50,0.00,618.72,6.68,3087558.00,0.00,604.87,3.13,-0.79,-0.62,-0.59,-0.73,-0.88,-0.87,-8.22,-7.67,-9.92,-10.98,-11.13,-12.75,0.20
0.04,70.93,0.00,602.93,7.06,3094629.00,0.00,585.26,3.80,-0.78,-0.61,-0.60,-0.74,-0.88,-0.87,-8.08,-7.49,-9.74,-10.92,-11.13,-12.72,0.18
0.04,72.77,0.00,581.40,7.15,3166062.25,0.00,566.06,4.09,-0.78,-0.60,-0.61,-0.74,-0.88,-0.87,-8.14,-7.45,-9.71,-10.90,-11.09,-12.70,0.17
0.04,78.74,0.00,559.38,7.45,3025199.00,0.00,542.46,4.40,-0.78,-0.58,-0.62,-0.74,-0.88,-0.87,-8.20,-7.46,-9.72,-10.93,-11.15,-12.75,0.17
0.03,89.86,0.00,546.94,7.96,2292403.50,0.00,517.35,3.18,-0.78,-0.61,-0.65,-0.75,-0.89,-0.88,-8.71,-7.78,-10.07,-11.38,-11.72,-13.34,0.18
0.04,102.36,0.00,545.99,8.47,2529998.50,0.00,517.00,3.73,-0.77,-0.59,-0.66,-0.75,-0.88,-0.87,-8.59,-7.64,-9.81,-11.27,-11.66,-13.30,0.18
0.04,115.16,0.00,580.92,9.03,2443970.75,0.00,515.72,4.22,-0.77,-0.58,-0.65,-0.74,-0.88,-0.87,-8.57,-7.41,-9.56,-11.15,-11.63,-13.26,0.18
0.04,117.36,0.00,552.69,9.26,1905891.50,0.00,483.89,4.47,-0.77,-0.55,-0.64,-0.72,-0.87,-0.87,-8.42,-7.27,-9.45,-11.10,-11.54,-13.17,0.17
0.04,128.91,0.00,524.93,9.46,2077370.50,0.00,466.58,4.44,-0.73,-0.57,-0.64,-0.73,-0.87,-0.87,-8.62,-7.37,-9.55,-11.20,-11.68,-13.32,0.19
0.04,138.09,0.00,512.01,9.84,1616435.50,0.00,436.94,5.07,-0.69,-0.57,-0.63,-0.72,-0.87,-0.87,-8.63,-7.30,-9.53,-11.18,-11.70,-13.35,0.20
0.04,143.10,0.00,529.24,9.98,2097259.75,0.00,423.43,5.44,-0.65,-0.57,-0.64,-0.72,-0.87,-0.87,-8.66,-7.29,-9.47,-11.14,-11.65,-13.29,0.21
0.04,150.35,0.00,505.79,10.13,2264167.50,0.00,415.80,5.33,-0.63,-0.57,-0.63,-0.72,-0.87,-0.87,-8.66,-7.35,-9.42,-11.14,-11.67,-13.33,0.24
0.04,162.57,0.00,470.38,10.59,2251884.50,0.00,402.90,5.69,-0.59,-0.58,-0.63,-0.71,-0.87,-0.88,-8.68,-7.30,-9.38,-11.12,-11.68,-13.35,0.26
0.04,169.71,0.00,452.20,10.84,1701508.63,0.00,380.36,6.02,-0.56,-0.60,-0.63,-0.71,-0.87,-0.88,-8.64,-7.23,-9.41,-11.16,-11.77,-13.46,0.29
0.04,179.20,0.00,456.03,11.20,1850162.13,0.00,373.42,6.40,-0.53,-0.61,-0.61,-0.70,-0.87,-0.88,-8.67,-7.13,-9.39,-11.15,-11.76,-13.45,0.31
0.04,178.83,0.00,438.32,11.06,1719816.88,0.00,369.47,6.80,-0.51,-0.62,-0.62,-0.71,-0.87,-0.88,-8.55,-7.03,-9.30,-11.05,-11.64,-13.35,0.31
0.04,178.49,0.00,432.10,11.13,1303080.00,0.00,336.85,7.16,-0.48,-0.63,-0.63,-0.71,-0.88,-0.88,-8.42,-6.93,-9.23,-10.99,-11.59,-13.31,0.31
0.04,186.17,0.00,407.70,11.29,1687934.38,0.00,345.13,7.40,-0.45,-0.63,-0.64,-0.72,-0.88,-0.88,-8.48,-6.97,-9.22,-11.01,-11.64,-13.37,0.30
0.04,183.80,0.01,409.13,11.21,1400408.50,0.00,311.55,7.64,-0.44,-0.63,-0.65,-0.72,-0.88,-0.88,-8.33,-6.93,-9.18,-10.99,-11.65,-13.40,0.30
0.05,177.76,0.01,410.57,10.90,1752783.25,0.00,314.59,8.16,-0.44,-0.63,-0.67,-0.73,-0.89,-0.88,-8.24,-6.85,-8.95,-10.83,-11.51,-13.28,0.31
0.04,177.41,0.00,430.66,10.82,2032178.50,0.00,342.08,6.89,-0.48,-0.67,-0.69,-0.74,-0.89,-0.88,-8.69,-7.33,-9.30,-11.23,-11.98,-13.76,0.32
0.04,183.94,0.00,440.71,11.00,1839687.50,0.00,355.73,7.18,-0.48,-0.67,-0.68,-0.73,-0.88,-0.88,-8.63,-7.20,-9.10,-11.16,-11.99,-13.76,0.32
0.04,186.29,0.00,469.42,11.03,1424866.75,0.00,367.68,7.31,-0.47,-0.66,-0.68,-0.71,-0.87,-0.88,-8.47,-7.10,-8.93,-11.07,-11.97,-13.75,0.29
0.05,191.45,0.00,502.44,11.26,1496515.75,0.00,373.46,7.62,-0.48,-0.66,-0.67,-0.70,-0.86,-0.88,-8.31,-7.02,-8.73,-10.93,-11.88,-13.62,0.29
0.04,190.92,0.00,529.24,11.16,1789045.88,0.00,379.78,7.31,-0.48,-0.65,-0.68,-0.69,-0.86,-0.88,-8.43,-7.14,-8.73,-10.95,-11.95,-13.67,0.26
0.04,186.95,0.00,545.99,10.96,1992023.13,0.00,399.14,7.09,-0.47,-0.65,-0.68,-0.69,-0.85,-0.88,-8.49,-7.23,-8.65,-10.91,-11.93,-13.65,0.25
0.05,197.39,0.00,560.82,11.24,1380043.50,0.00,417.28,7.18,-0.47,-0.66,-0.66,-0.68,-0.85,-0.88,-8.54,-7.20,-8.58,-10.86,-11.99,-13.75,0.25
0.05,196.32,0.00,584.27,11.27,1646444.63,0.00,434.27,7.24,-0.47,-0.66,-0.64,-0.68,-0.84,-0.88,-8.48,-7.21,-8.50,-10.78,-11.98,-13.67,0.26
0.05,196.29,0.00,602.45,11.23,1405892.13,0.00,452.68,7.04,-0.47,-0.67,-0.62,-0.68,-0.84,-0.88,-8.48,-7.21,-8.46,-10.69,-11.94,-13.67,0.27
0.05,196.82,0.00,642.65,11.15,2115376.25,0.00,495.49,6.80,-0.46,-0.66,-0.60,-0.69,-0.84,-0.88,-8.64,-7.31,-8.47,-10.58,-11.85,-13.60,0.26
0.05,179.25,0.00,679.97,10.79,1827446.38,0.00,504.65,6.56,-0.47,-0.67,-0.59,-0.69,-0.84,-0.89,-8.73,-7.35,-8.55,-10.70,-11.95,-13.64,0.25
